protocal,count,port,flag,type,attack,srcip
6,125,43350,16,-1,0,-1
6,192,58574,16,-1,0,-1
6,1,56936,16,-1,0,-1
6,6,55232,16,-1,0,-1
6,4,54752,24,-1,0,-1
6,2,443,24,-1,0,-1
6,1,55232,20,-1,0,-1
6,5,44790,24,-1,0,-1
6,5,443,16,-1,0,-1
6,3,44790,16,-1,0,-1
6,2,443,24,-1,0,-1
6,1,443,17,-1,0,-1
17,2,46092,-1,-1,0,-1
6,49,58574,24,-1,0,-1
6,6,54752,16,-1,0,-1
6,23,43350,24,-1,0,-1
6,129,443,16,-1,0,-1
6,1,443,24,-1,0,-1
6,207,443,16,-1,0,-1
6,4,55232,24,-1,0,-1
6,1,56936,24,-1,0,-1
17,4,53,-1,-1,0,-1
6,8,443,24,-1,0,-1
6,4,54824,16,-1,0,-1
6,1,443,16,-1,0,-1
6,1,54824,18,-1,0,-1
6,1,443,24,-1,0,-1
6,1,443,16,-1,0,-1
6,1,443,2,-1,0,-1
6,6,443,16,-1,0,-1
6,6,443,16,-1,0,-1
17,4,46190,-1,-1,0,-1
6,1,43272,16,-1,0,-1
6,1,56936,16,-1,0,-1
6,1,54752,25,-1,0,-1
6,1,54752,24,-1,0,-1
6,2,443,17,-1,0,-1
6,5,443,24,-1,0,-1
6,1,55232,20,-1,0,-1
6,1,443,16,-1,0,-1
6,10,44790,24,-1,0,-1
6,8,44790,16,-1,0,-1
6,1,43272,24,-1,0,-1
17,2,56953,-1,-1,0,-1
6,3,54824,24,-1,0,-1
6,2,443,4,-1,0,-1
17,2,53,-1,-1,0,-1
6,1,80,24,-1,0,-1
6,7,54752,16,-1,0,-1
6,1,43352,16,-1,0,-1
6,2,34490,24,-1,0,-1
6,2,443,24,-1,0,-1
6,2,34490,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,56936,24,-1,0,-1
17,4,53,-1,-1,0,-1
6,9,443,24,-1,0,-1
6,4,54824,16,-1,0,-1
6,1,54824,18,-1,0,-1
6,2,443,16,-1,0,-1
6,1,53116,16,-1,0,-1
6,1,443,16,-1,0,-1
6,1,443,2,-1,0,-1
6,6,443,16,-1,0,-1
6,6,443,16,-1,0,-1
17,4,46190,-1,-1,0,-1
6,41,58574,16,-1,0,-1
6,1,43272,16,-1,0,-1
6,1,54752,25,-1,0,-1
6,1,54752,24,-1,0,-1
6,2,443,17,-1,0,-1
6,5,443,24,-1,0,-1
6,1,443,16,-1,0,-1
6,2,53114,16,-1,0,-1
6,11,44790,24,-1,0,-1
6,9,44790,16,-1,0,-1
6,1,43272,24,-1,0,-1
6,8,58574,24,-1,0,-1
17,2,56953,-1,-1,0,-1
6,1,80,16,-1,0,-1
6,1,443,24,-1,0,-1
6,3,54824,24,-1,0,-1
6,2,443,4,-1,0,-1
17,2,53,-1,-1,0,-1
6,1,80,24,-1,0,-1
6,7,54752,16,-1,0,-1
6,1,43352,16,-1,0,-1
6,2,34490,24,-1,0,-1
6,2,443,24,-1,0,-1
6,2,34490,16,-1,0,-1
6,48,443,16,-1,0,-1
6,1,80,16,-1,0,-1
6,2,443,16,-1,0,-1
6,1,53116,16,-1,0,-1
6,41,58574,16,-1,0,-1
6,2,53114,16,-1,0,-1
6,8,58574,24,-1,0,-1
6,1,80,16,-1,0,-1
6,1,443,24,-1,0,-1
6,48,443,16,-1,0,-1
17,4,53,-1,-1,0,-1
6,1,43330,18,-1,0,-1
6,2,443,16,-1,0,-1
6,1,53116,16,-1,0,-1
6,10,443,16,-1,0,-1
6,1,43330,20,-1,0,-1
17,4,55459,-1,-1,0,-1
6,9,43330,16,-1,0,-1
6,41,58574,16,-1,0,-1
6,5,43330,24,-1,0,-1
6,4,443,24,-1,0,-1
6,2,53114,16,-1,0,-1
6,1,443,2,-1,0,-1
6,8,58574,24,-1,0,-1
17,2,56953,-1,-1,0,-1
6,1,80,16,-1,0,-1
6,1,443,24,-1,0,-1
17,2,53,-1,-1,0,-1
6,48,443,16,-1,0,-1
6,1,443,17,-1,0,-1
17,4,53,-1,-1,0,-1
6,1,43330,18,-1,0,-1
6,10,443,16,-1,0,-1
6,1,43330,20,-1,0,-1
17,4,55459,-1,-1,0,-1
6,9,43330,16,-1,0,-1
6,5,43330,24,-1,0,-1
6,4,443,24,-1,0,-1
6,1,443,2,-1,0,-1
17,2,56953,-1,-1,0,-1
17,2,53,-1,-1,0,-1
6,1,443,17,-1,0,-1
17,4,53,-1,-1,0,-1
6,2,443,16,-1,0,-1
6,1,54828,18,-1,0,-1
6,3,443,24,-1,0,-1
6,1,43330,18,-1,0,-1
6,2,443,16,-1,0,-1
6,1,53116,16,-1,0,-1
6,1,443,2,-1,0,-1
6,10,443,16,-1,0,-1
6,1,43330,20,-1,0,-1
6,5,443,16,-1,0,-1
17,4,55459,-1,-1,0,-1
6,1,56936,25,-1,0,-1
6,9,43330,16,-1,0,-1
6,90,58574,16,-1,0,-1
6,4,56936,16,-1,0,-1
6,5,43330,24,-1,0,-1
6,1,443,24,-1,0,-1
6,4,443,24,-1,0,-1
6,4,443,24,-1,0,-1
6,1,443,2,-1,0,-1
6,32,58574,24,-1,0,-1
17,2,56953,-1,-1,0,-1
6,1,443,24,-1,0,-1
6,2,53116,24,-1,0,-1
17,2,53,-1,-1,0,-1
6,1,443,17,-1,0,-1
6,108,443,16,-1,0,-1
6,1,443,17,-1,0,-1
6,1,56936,24,-1,0,-1
6,4,54828,16,-1,0,-1
6,5,54828,24,-1,0,-1
6,2,443,16,-1,0,-1
6,1,54828,18,-1,0,-1
6,3,443,24,-1,0,-1
6,2,443,16,-1,0,-1
6,1,53116,16,-1,0,-1
6,1,443,2,-1,0,-1
6,4,58576,24,-1,0,-1
6,5,443,16,-1,0,-1
6,1,56936,25,-1,0,-1
6,91,58574,16,-1,0,-1
6,4,56936,16,-1,0,-1
6,1,443,24,-1,0,-1
6,4,443,24,-1,0,-1
6,33,58574,24,-1,0,-1
6,44,58576,16,-1,0,-1
6,3,443,24,-1,0,-1
6,2,53116,24,-1,0,-1
6,1,443,17,-1,0,-1
6,1,43294,16,-1,0,-1
6,156,443,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,56936,24,-1,0,-1
6,4,54828,16,-1,0,-1
6,5,54828,24,-1,0,-1
6,2,443,24,-1,0,-1
6,1,43290,16,-1,0,-1
6,4,58576,24,-1,0,-1
6,63,58574,16,-1,0,-1
6,1,44790,24,-1,0,-1
6,2,44790,16,-1,0,-1
6,44,58576,16,-1,0,-1
6,1,443,24,-1,0,-1
6,27,58574,24,-1,0,-1
6,1,43292,16,-1,0,-1
6,1,43296,16,-1,0,-1
6,1,43294,16,-1,0,-1
6,39,443,16,-1,0,-1
6,4,80,16,-1,0,-1
6,1,43350,16,-1,0,-1
6,36,58574,16,-1,0,-1
6,1,443,24,-1,0,-1
6,12,58574,24,-1,0,-1
6,1,443,16,-1,0,-1
6,30,443,16,-1,0,-1
6,140,58574,16,-1,0,-1
6,2,443,24,-1,0,-1
6,57,58574,24,-1,0,-1
6,87,443,16,-1,0,-1
6,382,58574,16,-1,0,-1
6,1,43272,16,-1,0,-1
6,3,443,24,-1,0,-1
6,123,58574,24,-1,0,-1
6,1,43352,16,-1,0,-1
6,1,443,16,-1,0,-1
6,168,443,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,443,16,-1,0,-1
6,73,58574,16,-1,0,-1
6,1,43272,16,-1,0,-1
6,2,53114,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,443,24,-1,0,-1
6,33,58574,24,-1,0,-1
6,1,43352,16,-1,0,-1
6,1,443,16,-1,0,-1
6,52,443,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,443,16,-1,0,-1
6,454,58574,16,-1,0,-1
6,2,53114,16,-1,0,-1
6,1,80,16,-1,0,-1
6,3,443,24,-1,0,-1
6,128,58574,24,-1,0,-1
6,198,443,16,-1,0,-1
6,6,443,24,-1,0,-1
6,3,443,16,-1,0,-1
6,15,58574,16,-1,0,-1
6,6,44790,24,-1,0,-1
6,7,44790,16,-1,0,-1
6,5,58574,24,-1,0,-1
6,1,443,16,-1,0,-1
6,8,443,24,-1,0,-1
6,3,443,16,-1,0,-1
6,1,80,17,-1,0,-1
6,180,58574,16,-1,0,-1
6,1,53114,16,-1,0,-1
6,7,44790,24,-1,0,-1
6,1,53114,25,-1,0,-1
6,9,44790,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,443,24,-1,0,-1
6,59,58574,24,-1,0,-1
6,101,443,16,-1,0,-1
6,1,443,16,-1,0,-1
6,1,53116,16,-1,0,-1
6,1,80,17,-1,0,-1
6,160,58574,16,-1,0,-1
6,1,53114,16,-1,0,-1
6,1,53114,25,-1,0,-1
6,1,80,16,-1,0,-1
6,2,443,24,-1,0,-1
6,27,58574,24,-1,0,-1
6,52,443,16,-1,0,-1
6,180,58574,16,-1,0,-1
6,1,58576,16,-1,0,-1
6,136,58574,24,-1,0,-1
6,1,43294,16,-1,0,-1
6,257,443,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,43290,16,-1,0,-1
6,285,58574,16,-1,0,-1
6,1,58576,16,-1,0,-1
6,186,58574,24,-1,0,-1
6,1,43292,16,-1,0,-1
6,1,43296,16,-1,0,-1
6,1,43294,16,-1,0,-1
6,412,443,16,-1,0,-1
6,4,80,16,-1,0,-1
6,3,443,24,-1,0,-1
6,1,43290,16,-1,0,-1
6,2,443,16,-1,0,-1
6,1,43350,16,-1,0,-1
6,6,44790,24,-1,0,-1
6,3,44790,16,-1,0,-1
6,1,43292,16,-1,0,-1
6,1,43296,16,-1,0,-1
6,1,443,16,-1,0,-1
6,2,443,16,-1,0,-1
6,6,44790,24,-1,0,-1
6,3,443,24,-1,0,-1
6,1,43352,25,-1,0,-1
6,1,443,17,-1,0,-1
6,3,443,16,-1,0,-1
6,1,58834,24,-1,0,-1
6,8,44790,24,-1,0,-1
6,1,443,24,-1,0,-1
6,3,44790,16,-1,0,-1
6,1,58834,16,-1,0,-1
6,2,43352,16,-1,0,-1
6,1,443,24,-1,0,-1
6,1,443,16,-1,0,-1
6,3,443,24,-1,0,-1
6,1,43352,25,-1,0,-1
6,1,443,17,-1,0,-1
6,1,48944,16,-1,0,-1
6,1,443,16,-1,0,-1
6,1,58834,24,-1,0,-1
6,1,43272,16,-1,0,-1
6,1,443,24,-1,0,-1
6,2,53114,16,-1,0,-1
6,1,443,24,-1,0,-1
6,1,53114,25,-1,0,-1
6,3,44790,16,-1,0,-1
6,1,58834,16,-1,0,-1
6,1,48944,24,-1,0,-1
6,2,43352,16,-1,0,-1
6,1,443,24,-1,0,-1
6,1,443,24,-1,0,-1
6,1,443,17,-1,0,-1
6,1,80,16,-1,0,-1
6,1,443,16,-1,0,-1
6,1,443,16,-1,0,-1
6,1,43152,24,-1,0,-1
6,1,48944,16,-1,0,-1
6,1,443,16,-1,0,-1
6,1,43272,16,-1,0,-1
6,1,443,24,-1,0,-1
6,1,43152,16,-1,0,-1
6,2,53114,16,-1,0,-1
6,1,443,24,-1,0,-1
6,1,53114,25,-1,0,-1
6,1,48944,24,-1,0,-1
6,1,443,24,-1,0,-1
6,1,443,17,-1,0,-1
6,1,80,16,-1,0,-1
17,8,53,-1,-1,0,-1
6,3,443,24,-1,0,-1
6,1,443,16,-1,0,-1
6,1,43152,24,-1,0,-1
6,1,443,2,-1,0,-1
6,9,443,16,-1,0,-1
6,1,443,16,-1,0,-1
6,1,54830,18,-1,0,-1
17,4,42981,-1,-1,0,-1
6,6,443,24,-1,0,-1
6,8,54830,24,-1,0,-1
6,1,43152,16,-1,0,-1
6,3,44790,24,-1,0,-1
6,1,443,24,-1,0,-1
6,3,44790,16,-1,0,-1
17,4,56953,-1,-1,0,-1
6,13,54830,16,-1,0,-1
17,4,53,-1,-1,0,-1
17,4,35250,-1,-1,0,-1
17,8,53,-1,-1,0,-1
6,7,443,24,-1,0,-1
6,1,443,2,-1,0,-1
6,9,443,16,-1,0,-1
6,3,443,16,-1,0,-1
6,1,54830,18,-1,0,-1
17,4,42981,-1,-1,0,-1
6,6,443,24,-1,0,-1
6,8,54830,24,-1,0,-1
6,7,44790,24,-1,0,-1
6,7,44790,16,-1,0,-1
17,4,56953,-1,-1,0,-1
6,13,54830,16,-1,0,-1
17,4,53,-1,-1,0,-1
17,4,35250,-1,-1,0,-1
17,4,53,-1,-1,0,-1
6,6,443,24,-1,0,-1
6,1,443,16,-1,0,-1
6,1,53116,16,-1,0,-1
6,11,443,16,-1,0,-1
6,6,44790,24,-1,0,-1
6,13,44790,16,-1,0,-1
17,2,56953,-1,-1,0,-1
17,2,53,-1,-1,0,-1
17,4,34917,-1,-1,0,-1
17,4,53,-1,-1,0,-1
6,15,443,24,-1,0,-1
6,1,58576,16,-1,0,-1
6,1,443,16,-1,0,-1
6,1,53116,16,-1,0,-1
6,17,443,16,-1,0,-1
6,17,44790,24,-1,0,-1
6,23,44790,16,-1,0,-1
17,2,56953,-1,-1,0,-1
17,2,53,-1,-1,0,-1
6,1,43294,16,-1,0,-1
6,1,443,16,-1,0,-1
17,4,34917,-1,-1,0,-1
6,1,80,16,-1,0,-1
6,132,58574,16,-1,0,-1
6,1,443,24,-1,0,-1
6,46,58574,24,-1,0,-1
6,1,43294,16,-1,0,-1
6,152,443,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,38348,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,38348,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,38348,16,-1,0,-1
6,1,80,16,-1,0,-1
17,1,5353,-1,-1,0,-1
17,1,5353,-1,-1,0,-1
6,1,80,16,-1,0,-1
6,1,38348,16,-1,0,-1
6,1,80,17,-1,0,-1
6,1,38348,25,-1,0,-1
17,1,5353,-1,-1,0,-1
6,1,80,16,-1,0,-1
6,1,38348,16,-1,0,-1
6,1,80,17,-1,0,-1
6,1,38348,25,-1,0,-1
6,1,80,16,-1,0,-1
6,1,38348,16,-1,0,-1
6,1,80,17,-1,0,-1
6,1,38348,25,-1,0,-1
6,1,80,16,-1,0,-1
6,1,38348,16,-1,0,-1
6,1,80,17,-1,0,-1
6,1,38348,25,-1,0,-1
6,1,80,16,-1,0,-1
6,1,38348,16,-1,0,-1
6,1,80,17,-1,0,-1
6,1,38348,25,-1,0,-1
6,1,80,16,-1,0,-1
6,1,38348,16,-1,0,-1
6,1,80,17,-1,0,-1
6,1,38348,25,-1,0,-1
6,1,80,16,-1,0,-1
6,1,38348,16,-1,0,-1
6,1,80,17,-1,0,-1
6,1,38348,25,-1,0,-1
6,1,80,16,-1,0,-1
6,1,38348,16,-1,0,-1
6,1,80,17,-1,0,-1
6,1,38348,25,-1,0,-1
6,1,80,16,-1,0,-1
6,1,38348,16,-1,0,-1
6,1,80,17,-1,0,-1
6,1,38348,25,-1,0,-1
6,1,80,2,-1,0,-1
6,2,40930,16,-1,0,-1
17,4,53,-1,-1,0,-1
6,1,80,17,-1,0,-1
6,1,41848,16,-1,0,-1
17,4,40223,-1,-1,0,-1
6,1,41848,18,-1,0,-1
17,4,59867,-1,-1,0,-1
6,4,443,16,-1,0,-1
6,2,80,16,-1,0,-1
6,1,80,16,-1,0,-1
17,8,53,-1,-1,0,-1
6,1,41848,24,-1,0,-1
6,2,443,24,-1,0,-1
6,1,38348,16,-1,0,-1
17,4,40828,-1,-1,0,-1
6,1,80,24,-1,0,-1
6,1,40930,18,-1,0,-1
6,1,443,2,-1,0,-1
6,1,38348,25,-1,0,-1
6,3,40930,24,-1,0,-1
6,1,80,2,-1,0,-1
6,6,40930,16,-1,0,-1
17,4,53,-1,-1,0,-1
6,1,41848,16,-1,0,-1
17,4,40223,-1,-1,0,-1
6,1,41848,18,-1,0,-1
17,4,59867,-1,-1,0,-1
6,6,443,16,-1,0,-1
6,2,80,16,-1,0,-1
17,8,53,-1,-1,0,-1
6,1,41848,24,-1,0,-1
6,6,443,24,-1,0,-1
17,4,40828,-1,-1,0,-1
6,1,80,24,-1,0,-1
6,1,40930,18,-1,0,-1
6,1,443,2,-1,0,-1
6,7,40930,24,-1,0,-1
6,45,40930,16,-1,0,-1
17,4,53,-1,-1,0,-1
17,4,40223,-1,-1,0,-1
6,46,443,16,-1,0,-1
17,4,56195,-1,-1,0,-1
17,8,53,-1,-1,0,-1
17,4,52550,-1,-1,0,-1
6,2,443,24,-1,0,-1
6,30,40930,24,-1,0,-1
6,45,40930,16,-1,0,-1
6,5,48434,16,-1,0,-1
17,6,53,-1,-1,0,-1
6,1,41848,16,-1,0,-1
6,1,80,16,-1,0,-1
17,6,40223,-1,-1,0,-1
6,46,443,16,-1,0,-1
17,4,56195,-1,-1,0,-1
6,1,443,2,-1,0,-1
17,12,53,-1,-1,0,-1
6,4,48434,24,-1,0,-1
6,4,443,24,-1,0,-1
17,4,52550,-1,-1,0,-1
6,6,443,16,-1,0,-1
17,4,54389,-1,-1,0,-1
6,1,48434,18,-1,0,-1
6,2,443,24,-1,0,-1
6,1,80,24,-1,0,-1
6,1,41848,24,-1,0,-1
6,30,40930,24,-1,0,-1
6,5,48434,16,-1,0,-1
6,1,41848,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,443,2,-1,0,-1
6,4,48434,24,-1,0,-1
6,4,443,24,-1,0,-1
6,6,443,16,-1,0,-1
17,4,54389,-1,-1,0,-1
6,1,48434,18,-1,0,-1
6,1,80,24,-1,0,-1
6,1,41848,24,-1,0,-1
6,5,48434,16,-1,0,-1
6,1,41848,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,443,2,-1,0,-1
6,4,48434,24,-1,0,-1
6,4,443,24,-1,0,-1
6,6,443,16,-1,0,-1
17,4,54389,-1,-1,0,-1
6,1,48434,18,-1,0,-1
6,1,80,24,-1,0,-1
6,1,41848,24,-1,0,-1
6,5,48434,16,-1,0,-1
6,1,41848,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,443,2,-1,0,-1
6,4,48434,24,-1,0,-1
6,4,443,24,-1,0,-1
6,6,443,16,-1,0,-1
17,4,54389,-1,-1,0,-1
6,1,48434,18,-1,0,-1
6,1,80,24,-1,0,-1
6,1,41848,24,-1,0,-1
6,5,48434,16,-1,0,-1
6,1,41848,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,443,2,-1,0,-1
6,4,48434,24,-1,0,-1
6,4,443,24,-1,0,-1
6,6,443,16,-1,0,-1
17,4,54389,-1,-1,0,-1
6,1,48434,18,-1,0,-1
6,1,80,24,-1,0,-1
6,1,41848,24,-1,0,-1
6,5,48434,16,-1,0,-1
6,1,41848,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,443,2,-1,0,-1
6,4,48434,24,-1,0,-1
6,4,443,24,-1,0,-1
6,6,443,16,-1,0,-1
17,4,54389,-1,-1,0,-1
6,1,48434,18,-1,0,-1
6,1,80,24,-1,0,-1
6,1,41848,24,-1,0,-1
6,5,48434,16,-1,0,-1
6,1,41848,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,443,2,-1,0,-1
6,4,48434,24,-1,0,-1
6,4,443,24,-1,0,-1
6,6,443,16,-1,0,-1
17,4,54389,-1,-1,0,-1
6,1,48434,18,-1,0,-1
6,1,80,24,-1,0,-1
6,1,41848,24,-1,0,-1
6,2,80,16,-1,0,-1
6,4,443,24,-1,0,-1
6,2,41848,16,-1,0,-1
17,2,40223,-1,-1,0,-1
17,4,53,-1,-1,0,-1
6,1,443,2,-1,0,-1
17,4,54389,-1,-1,0,-1
6,1,33848,18,-1,0,-1
6,7,33848,16,-1,0,-1
6,9,443,16,-1,0,-1
6,7,33848,24,-1,0,-1
17,2,53,-1,-1,0,-1
6,5,48434,16,-1,0,-1
6,1,443,2,-1,0,-1
6,4,48434,24,-1,0,-1
6,2,41848,24,-1,0,-1
6,6,443,16,-1,0,-1
6,6,443,24,-1,0,-1
6,2,80,24,-1,0,-1
17,4,39570,-1,-1,0,-1
6,1,48434,18,-1,0,-1
17,2,40223,-1,-1,0,-1
17,4,53,-1,-1,0,-1
6,1,443,2,-1,0,-1
6,1,33848,18,-1,0,-1
6,7,33848,16,-1,0,-1
6,9,443,16,-1,0,-1
6,7,33848,24,-1,0,-1
17,2,53,-1,-1,0,-1
6,6,443,24,-1,0,-1
17,4,39570,-1,-1,0,-1
6,78,40930,16,-1,0,-1
6,2,443,24,-1,0,-1
17,2,40223,-1,-1,0,-1
6,3,48438,16,-1,0,-1
17,4,53,-1,-1,0,-1
6,1,443,2,-1,0,-1
6,1,33848,18,-1,0,-1
6,5,443,24,-1,0,-1
6,7,33848,16,-1,0,-1
6,1,48438,24,-1,0,-1
6,9,443,16,-1,0,-1
6,7,33848,24,-1,0,-1
17,2,53,-1,-1,0,-1
6,52,443,16,-1,0,-1
6,26,48434,16,-1,0,-1
6,1,443,2,-1,0,-1
6,11,48434,24,-1,0,-1
6,33,443,16,-1,0,-1
6,6,443,24,-1,0,-1
6,1,48438,18,-1,0,-1
17,4,39570,-1,-1,0,-1
6,31,40930,24,-1,0,-1
6,5,46040,24,-1,0,-1
6,4,443,16,-1,0,-1
6,6,443,24,-1,0,-1
6,1,41848,16,-1,0,-1
17,2,40223,-1,-1,0,-1
6,7,48438,16,-1,0,-1
6,1,443,17,-1,0,-1
6,1,80,16,-1,0,-1
6,4,46040,16,-1,0,-1
17,4,53,-1,-1,0,-1
6,1,46040,18,-1,0,-1
6,3,48438,24,-1,0,-1
6,1,41848,24,-1,0,-1
17,2,53,-1,-1,0,-1
6,4,443,24,-1,0,-1
6,27,48434,16,-1,0,-1
6,1,443,2,-1,0,-1
6,11,48434,24,-1,0,-1
17,4,57085,-1,-1,0,-1
6,35,443,16,-1,0,-1
6,1,443,2,-1,0,-1
6,1,48438,18,-1,0,-1
6,1,443,4,-1,0,-1
6,1,80,24,-1,0,-1
6,5,46040,24,-1,0,-1
6,1,443,16,-1,0,-1
6,1,41848,16,-1,0,-1
6,1,80,16,-1,0,-1
6,4,443,24,-1,0,-1
6,1,41848,24,-1,0,-1
6,37,40930,16,-1,0,-1
6,25,443,16,-1,0,-1
6,1,80,24,-1,0,-1
6,18,40930,24,-1,0,-1
6,5,46040,24,-1,0,-1
6,1,443,16,-1,0,-1
6,1,41848,16,-1,0,-1
6,1,80,16,-1,0,-1
6,8,443,24,-1,0,-1
6,1,41848,24,-1,0,-1
6,43,40930,16,-1,0,-1
6,28,443,16,-1,0,-1
6,1,80,24,-1,0,-1
6,22,40930,24,-1,0,-1
6,16,40930,16,-1,0,-1
6,7,37756,24,-1,0,-1
6,1,443,2,-1,0,-1
17,2,40223,-1,-1,0,-1
17,4,53,-1,-1,0,-1
6,5,443,16,-1,0,-1
6,9,443,24,-1,0,-1
6,1,37756,18,-1,0,-1
17,4,40924,-1,-1,0,-1
17,2,53,-1,-1,0,-1
6,9,443,16,-1,0,-1
6,6,443,24,-1,0,-1
6,6,37756,16,-1,0,-1
6,13,40930,24,-1,0,-1
17,2,49063,-1,-1,0,-1
17,3,40223,-1,-1,0,-1
6,1,80,24,-1,0,-1
17,6,53,-1,-1,0,-1
6,1,52938,18,-1,0,-1
6,2,443,24,-1,0,-1
17,3,53,-1,-1,0,-1
6,1,443,16,-1,0,-1
6,5,443,24,-1,0,-1
6,5,52938,24,-1,0,-1
6,6,52938,16,-1,0,-1
6,1,56234,24,-1,0,-1
6,2,40930,16,-1,0,-1
6,1,80,2,-1,0,-1
6,1,56234,16,-1,0,-1
6,1,56234,18,-1,0,-1
6,2,80,16,-1,0,-1
6,7,443,16,-1,0,-1
17,4,55269,-1,-1,0,-1
6,1,443,2,-1,0,-1
6,2,40930,24,-1,0,-1
17,2,49063,-1,-1,0,-1
17,5,40223,-1,-1,0,-1
6,1,80,24,-1,0,-1
17,10,53,-1,-1,0,-1
6,1,37036,18,-1,0,-1
6,1,37042,18,-1,0,-1
6,1,52938,18,-1,0,-1
6,5,443,24,-1,0,-1
